datetime,epa_ozone,epa_so2,epa_co,epa_no2,epa_pm25_fem
2023-08-20 16:00:00,0.041,0.3,0.288,2.0,18.6
2023-08-20 17:00:00,0.038,0.3,0.291,2.0,17.4
2023-08-20 18:00:00,0.035,0.3,0.298,3.0,17.8
2023-08-20 19:00:00,0.032,0.4,0.335,4.0,18.4
2023-08-20 20:00:00,0.026,0.3,0.324,8.0,18.0
2023-08-20 21:00:00,0.026,0.3,0.339,6.0,17.4
2023-08-20 22:00:00,0.023,0.3,0.332,8.0,17.6
2023-08-20 23:00:00,0.022,0.3,0.318,8.0,16.4
2023-08-21 00:00:00,0.018,0.3,0.298,12.0,16.0
2023-08-21 01:00:00,0.021,0.3,0.287,10.0,14.7
2023-08-21 02:00:00,0.025,0.3,0.306,6.0,14.2
2023-08-21 03:00:00,0.021,0.3,0.277,10.0,14.2
2023-08-21 04:00:00,0.017,0.3,0.343,14.0,14.5
2023-08-21 05:00:00,0.017,0.3,0.373,15.0,14.3
2023-08-21 06:00:00,0.014,0.3,0.36,,14.5
2023-08-21 07:00:00,0.024,0.3,0.351,,14.6
2023-08-21 08:00:00,0.023,0.2,0.358,,14.9
2023-08-21 09:00:00,0.027,0.3,0.363,,14.8
2023-08-21 10:00:00,0.042,0.3,0.313,,15.4
2023-08-21 11:00:00,0.047,0.4,0.331,,15.9
2023-08-21 12:00:00,0.048,0.4,0.328,,16.2
2023-08-21 13:00:00,0.044,0.2,0.313,3.0,17.1
2023-08-21 14:00:00,0.046,0.1,0.331,3.0,17.8
2023-08-21 15:00:00,0.045,0.3,0.335,2.0,17.8
2023-08-21 16:00:00,0.043,0.3,0.35,4.0,18.8
2023-08-21 17:00:00,0.041,0.3,0.36,4.0,18.9
2023-08-21 18:00:00,0.029,0.4,0.542,18.0,19.5
2023-08-21 19:00:00,0.028,0.3,0.401,8.0,19.1
2023-08-21 20:00:00,0.024,0.3,0.42,7.0,16.9
2023-08-21 21:00:00,0.025,0.3,0.368,9.0,16.4
2023-08-21 22:00:00,0.025,0.3,0.302,7.0,15.6
2023-08-21 23:00:00,0.029,0.3,0.254,3.0,12.5
2023-08-22 00:00:00,0.027,0.3,0.235,2.0,11.6
2023-08-22 01:00:00,0.026,0.3,0.232,2.0,11.1
2023-08-22 02:00:00,0.026,0.2,0.225,1.0,10.2
2023-08-22 03:00:00,0.025,0.3,0.225,2.0,8.6
2023-08-22 04:00:00,0.024,0.3,0.241,3.0,8.7
2023-08-22 05:00:00,0.02,0.3,0.269,6.0,8.9
2023-08-22 06:00:00,0.02,0.3,0.263,6.0,8.7
2023-08-22 07:00:00,0.02,0.3,0.272,5.0,9.4
2023-08-22 08:00:00,0.023,0.3,0.259,4.0,9.1
2023-08-22 09:00:00,0.028,0.3,0.262,4.0,8.9
2023-08-22 10:00:00,0.03,0.3,0.238,3.0,8.4
2023-08-22 11:00:00,0.033,,0.227,3.0,8.6
2023-08-22 12:00:00,0.031,,0.238,4.0,7.8
2023-08-22 13:00:00,0.03,,0.257,5.0,6.8
2023-08-22 14:00:00,0.031,0.4,0.262,3.0,6.2
2023-08-22 15:00:00,0.032,0.2,0.257,4.0,6.0
2023-08-22 16:00:00,0.033,0.3,0.258,4.0,6.1
2023-08-22 17:00:00,0.029,0.3,0.274,7.0,6.8
2023-08-22 18:00:00,0.019,0.4,0.367,13.0,8.3
2023-08-22 19:00:00,0.01,0.5,0.433,20.0,10.1
2023-08-22 20:00:00,0.024,0.3,0.257,6.0,9.2
2023-08-22 21:00:00,0.026,,0.205,4.0,6.1
2023-08-22 22:00:00,0.027,,0.194,5.0,5.3
2023-08-22 23:00:00,0.027,,0.163,3.0,4.7
2023-08-23 00:00:00,0.026,0.2,0.16,,4.5
2023-08-23 01:00:00,0.027,0.3,0.156,,4.0
2023-08-23 02:00:00,0.026,0.3,0.161,,4.2
2023-08-23 03:00:00,,0.3,0.171,5.0,4.4
2023-08-23 04:00:00,0.02,0.3,0.188,7.0,4.6
2023-08-23 05:00:00,0.016,0.3,,10.0,4.4
2023-08-23 06:00:00,0.016,0.3,0.239,9.0,5.1
2023-08-23 07:00:00,0.019,0.4,0.234,9.0,4.8
2023-08-23 08:00:00,0.023,0.2,0.193,6.0,7.5
2023-08-23 09:00:00,0.027,,0.179,5.0,5.7
2023-08-23 10:00:00,0.03,,0.198,6.0,4.7
2023-08-23 11:00:00,0.034,,0.201,4.0,5.0
2023-08-23 12:00:00,0.035,,0.195,3.0,4.5
2023-08-23 13:00:00,0.042,,0.197,4.0,5.0
2023-08-23 14:00:00,0.04,0.4,0.237,6.0,5.6
2023-08-23 15:00:00,0.037,0.3,0.223,6.0,5.4
2023-08-23 16:00:00,0.042,0.3,0.237,6.0,6.4
2023-08-23 17:00:00,0.039,0.3,0.261,6.0,5.3
2023-08-23 18:00:00,0.026,0.3,0.269,5.0,4.6
2023-08-23 19:00:00,0.024,0.3,0.276,7.0,4.8
2023-08-23 20:00:00,0.024,0.3,0.264,7.0,4.9
2023-08-23 21:00:00,0.028,0.3,0.233,5.0,5.0
2023-08-23 22:00:00,0.028,0.3,0.225,6.0,4.9
2023-08-23 23:00:00,0.027,0.3,0.22,4.0,4.7
2023-08-24 00:00:00,0.019,0.3,0.243,9.0,5.3
